"Count" "Veg"
"1" 22 -0.277364552021027
"2" 12 -0.728803128004074
"3" 0 -1.38317279983312
"4" 10 -1.01120817475021
"5" 10 0.805984564125538
"6" 23 -0.61664680019021
"7" 3 1.82470240723342
"8" 11 -0.850329645909369
"9" 2 1.87143628951162
"10" 0 1.58853199798614
"11" 0 -0.53251161519438
"12" 0 -1.33698317594826
"13" 27 -0.411263073794544
"14" 0 -1.86480072606355
"15" 41 0.458597207441926
"16" 7 1.5571361426264
"17" 1 1.64331380929798
"18" 10 1.52250048425049
"19" 10 -1.07656186725944
"20" 0 -1.24633477814496
"21" 3 -1.66493783332407
"22" 26 -0.473454631865025
"23" 25 -0.0290036676451564
"24" 2 -1.23543589096516
"25" 16 0.890344941988587
"26" 0 -1.80831541400403
"27" 43 0.517707128077745
"28" 2 -1.75434137694538
"29" 28 -0.311528009362519
"30" 8 0.770005416125059
"31" 4 1.45897050108761
"32" 21 0.599337452091277
"33" 30 0.627199006266892
"34" 18 0.442935935221612
"35" 30 -0.0340441605076194
"36" 0 1.22474208939821
"37" 0 1.77095369342715
"38" 8 1.67361503001302
"39" 5 -0.873355850577354
"40" 11 1.29535760451108
"41" 35 0.734173480421305
"42" 1 -1.34956033248454
"43" 31 0.371334952302277
"44" 24 -0.0349447196349502
"45" 21 0.394483036361635
"46" 15 0.17091307695955
"47" 12 1.56451470311731
"48" 33 -0.29382985457778
"49" 0 -0.933160739019513
"50" 22 -0.110074830241501
"51" 6 -0.0126311043277383
"52" 26 0.553728197701275
"53" 17 -0.626950577832758
"54" 20 -0.701178727671504
"55" 28 0.259353941306472
"56" 3 -1.68667733483016
"57" 10 -1.12101564928889
"58" 0 -0.121657208539546
"59" 13 0.676430960185826
"60" 0 -1.95832716207951
"61" 22 -0.691444616764784
"62" 0 -1.48769801575691
"63" 45 0.281766975298524
"64" 0 -1.82376596797258
"65" 43 0.145878685638309
"66" 0 -0.662019754759967
"67" 4 1.60650449246168
"68" 22 -0.30793637316674
"69" 0 -0.981390713714063
"70" 34 0.209243153221905
"71" 17 0.89299479033798
"72" 0 1.96629921719432
"73" 18 -0.45800447743386
"74" 34 0.013188261538744
"75" 37 -0.579548276029527
"76" 6 -1.06698205787688
"77" 19 0.432213467545807
"78" 24 0.71758643630892
"79" 0 -1.59022079221904
"80" 5 1.80495945643634
"81" 36 0.244841698557138
"82" 19 -0.835605806671083
"83" 26 -0.111935206688941
"84" 11 -1.28232699818909
"85" 0 -1.61447399295866
"86" 1 1.11402909830213
"87" 0 -1.05203427560627
"88" 0 -1.09778134617954
"89" 0 -1.48839186225086
"90" 37 -0.178335179574788
"91" 0 -0.0315341306850314
"92" 35 0.206736714579165
"93" 0 -0.696985058486462
"94" 16 1.19516717176884
"95" 16 0.744465448893607
"96" 24 -0.337485956959426
"97" 0 -0.440627737902105
"98" 0 -1.30316156800836
"99" 31 -0.747512630186975
"100" 33 1.06475993525237
"101" 0 -1.98801573459059
"102" 31 0.559938401915133
"103" 15 1.20661708246917
"104" 21 0.568449102342129
"105" 18 0.488111707381904
"106" 12 -1.01193469855934
"107" 7 1.66518746409565
"108" 11 -1.29295080341399
"109" 0 -0.227427989244461
"110" 29 0.672232841141522
"111" 4 -1.34878247883171
"112" 0 -1.71897667832673
"113" 2 1.67513009067625
"114" 0 -0.469744237139821
"115" 4 -1.98052267450839
"116" 37 0.168682188726962
"117" 0 -1.51522384211421
"118" 23 0.435628423467278
"119" 0 -1.90504323132336
"120" 29 -0.321333041414618
"121" 0 -1.21075810585171
"122" 0 -0.968119825236499
"123" 16 -1.01318870205432
"124" 16 0.978557761758566
"125" 14 1.35513944923878
"126" 27 0.806999546475708
"127" 30 0.509803741239011
"128" 10 1.92839493881911
"129" 24 0.0890043955296278
"130" 36 0.469830823130906
"131" 0 -1.97829810995609
"132" 19 -0.569841055199504
"133" 0 -0.0295872688293457
"134" 26 -0.11606430541724
"135" 28 0.0170767847448587
"136" 0 -1.75150724779814
"137" 20 1.00755411945283
"138" 10 1.98662168160081
"139" 0 -0.803808765485883
"140" 23 -0.0262138983234763
"141" 23 1.23545417841524
"142" 0 -1.83422354143113
"143" 0 -1.99169686995447
"144" 0 -1.81011430546641
"145" 34 -0.19751949980855
"146" 23 -0.985723034478724
"147" 20 0.336469186469913
"148" 0 -1.2033623168245
"149" 0 -1.56489608064294
"150" 5 -1.23264089878649
"151" 24 0.183519173413515
"152" 6 -0.650356100872159
"153" 17 0.123192232102156
"154" 0 1.87657990865409
"155" 0 -1.45837169885635
"156" 0 0.477523988112807
"157" 0 -1.56307375896722
"158" 25 0.216371999122202
"159" 0 -1.36200812552124
"160" 5 1.66773206088692
"161" 0 -1.19319686572999
"162" 0 -1.42930991202593
"163" 0 -1.23831644188613
"164" 5 -1.75675390381366
"165" 8 -1.0414816942066
"166" 7 1.57084829453379
"167" 10 1.41641448251903
"168" 0 -1.62900894414634
"169" 9 -0.635116199031472
"170" 22 0.580157594755292
"171" 21 -0.828497254289687
"172" 0 -1.40019000973552
"173" 8 1.11272693611681
"174" 31 0.195879604667425
"175" 7 1.56546904984862
"176" 6 1.23088677693158
"177" 27 0.455591140314937
"178" 22 -0.426227291114628
"179" 55 0.423053059726954
"180" 0 -1.43305291421711
"181" 27 -0.122781963087618
"182" 36 -0.0120990900322795
"183" 64 0.105305721983314
"184" 23 1.05121028888971
"185" 24 0.738280856050551
"186" 25 0.796853930689394
"187" 10 1.31806056108326
"188" 0 -1.47119906172156
"189" 32 -0.549996081739664
"190" 0 -0.864572034217417
"191" 13 -1.70920722838491
"192" 13 -0.888709850609303
"193" 0 -1.32707057707012
"194" 22 -0.508771101944149
"195" 28 0.611379037611187
"196" 32 0.0827092304825783
"197" 0 1.27017963677645
"198" 14 1.24740883242339
"199" 36 -0.279838414862752
"200" 0 -1.63074919115752
